timestamp, latitude, longitude, altitude, horizontalAccuracy, verticalAccuracy
1734516191.335298, 48.191021351152365, 11.618697531354503, 548.3800048828125, 40.0, 103.33177947998047
1734516195.538433, 48.191021351152365, 11.618697531354503, 548.3800048828125, 40.0, 103.33177947998047
1734516197.944292, 48.191023680013664, 11.618540378191872, 548.3800048828125, 40.0, 103.33177947998047
1734516204.697678, 48.19099251207943, 11.61856553351615, 548.3800048828125, 40.0, 103.33177947998047
1734516211.257726, 48.19095123682702, 11.618328802035013, 548.3800048828125, 40.0, 103.33177947998047
1734516217.866637, 48.19105233027933, 11.618102536652597, 548.3800048828125, 40.0, 103.33177947998047
1734516223.905947, 48.19114638309864, 11.618130641976137, 548.3800048828125, 40.0, 103.33177947998047
1734516230.608522, 48.19105186801574, 11.618003498211689, 548.3800048828125, 40.0, 103.33177947998047
1734516237.239447, 48.191012089825364, 11.617904639637135, 548.3800048828125, 40.0, 103.33177947998047
1734516238.258395, 48.19100241759069, 11.617915617634164, 548.3800048828125, 40.0, 103.33177947998047
1734516244.8609471, 48.19096679862672, 11.618039162633451, 548.3800048828125, 40.0, 103.33177947998047
1734516249.67961, 48.19076275923151, 11.617664722736569, 530.89922338631, 30.230164160764485, 48.0
1734516250.6789842, 48.19076342691985, 11.61763865326671, 530.2843400696293, 18.48144144034603, 23.999999999999716
1734516251.6750646, 48.1907664472689, 11.6176441870738, 533.0511856665835, 14.143283539406816, 23.999999999999996
1734516252.6795087, 48.19076108485398, 11.61762519461133, 532.2494164854288, 10.956130393916151, 15.999999999999854
1734516253.6684794, 48.190759900211596, 11.617616456135824, 530.9188501052558, 9.537621465423516, 11.99999999999987
1734516254.6692028, 48.19075903485388, 11.617606361880926, 532.170662089251, 8.581027670872288, 11.999999999999856
1734516255.669516, 48.19076099051784, 11.61760034627646, 529.6563798347488, 8.07762199786075, 11.99999999999989
1734516256.6789412, 48.19076056186308, 11.61759202404361, 529.9666749369353, 6.678758138267773, 7.99999999999994
1734516257.6779747, 48.19076009763944, 11.617582591145842, 529.9105225959793, 6.541597700954626, 7.999999999999937
1734516258.6684694, 48.19075912987293, 11.61757226156219, 530.2210542112589, 5.981276222063618, 7.999999999999932
1734516259.6735601, 48.19075782796034, 11.617560499709171, 530.4517671074718, 5.668889403598947, 7.999999999999924
1734516260.677982, 48.190755455325714, 11.617547749034232, 530.7420350536704, 5.185550276377161, 5.999999999999953
1734516261.687451, 48.1907536378062, 11.617534237198205, 530.4668733216822, 5.277727963461382, 5.999999999999946
1734516262.6678123, 48.190752457936526, 11.61752244682839, 529.3761788988486, 4.879232980745469, 5.999999999999937
1734516263.6695926, 48.1907513931869, 11.617512126157038, 528.9124223431572, 4.602621512206854, 6.000652106951169
1734516264.6785793, 48.1907500628286, 11.617503058027605, 529.0554887335747, 4.479699053310081, 6.002241462758636
1734516265.6770663, 48.19074921460294, 11.617491562905924, 529.1370126260445, 4.347467184153831, 6.003902698873534
1734516266.6715775, 48.1907426405887, 11.617609183510666, 522.400428746827, 6.311924914639628, 7.5429064861391115
1734516267.6695707, 48.19073833757327, 11.617596396959353, 522.0656591719016, 6.202293033974967, 7.372039814715823
1734516268.677587, 48.19073873430362, 11.617579365353208, 521.3272478748113, 6.12581286618595, 7.218943202960859
1734516269.678365, 48.19072784249785, 11.617558389632975, 522.6279488243163, 5.976383442958024, 6.935688170527499
