timestamp, frame, x, y, z, qx, qy, qz, qw
1734607352.2125258, 000000, -0.012910847, 0.11477724, -0.009648699, -0.3121877, 0.39235404, -0.642801, 0.5791409
1734607352.2292018, 000001, -0.0129719945, 0.11476533, -0.009686951, -0.3123355, 0.39193445, -0.643045, 0.5790743
1734607352.2458773, 000002, -0.012961263, 0.11473709, -0.009578796, -0.31199032, 0.39273667, -0.64312327, 0.5786298
1734607352.2625532, 000003, -0.012885594, 0.11467905, -0.009400824, -0.31153902, 0.39411083, -0.64310163, 0.5779623
1734607352.279229, 000004, -0.0127996765, 0.11459687, -0.0092735775, -0.31140047, 0.3949874, -0.64308494, 0.57745683
1734607352.2959049, 000005, -0.012551159, 0.11445262, -0.009271508, -0.3114837, 0.39490736, -0.64310557, 0.57744384
1734607352.3125806, 000006, -0.012517391, 0.114367224, -0.009302573, -0.3115772, 0.39434776, -0.6431983, 0.5776724
1734607352.3292563, 000007, -0.01248352, 0.11429381, -0.009319713, -0.31164002, 0.39390108, -0.64338475, 0.57773584
1734607352.345932, 000008, -0.011983744, 0.114395805, -0.009372178, -0.31169814, 0.39376283, -0.64355505, 0.57760894
1734607352.3626077, 000009, -0.011616631, 0.1144237, -0.009411074, -0.31185588, 0.39369243, -0.64371634, 0.5773919
1734607352.3792834, 000010, -0.0114506455, 0.114393026, -0.009478634, -0.31219053, 0.39331847, -0.643869, 0.57729584
1734607352.3959594, 000011, -0.011382782, 0.11435475, -0.0095951855, -0.31258568, 0.39260304, -0.64404655, 0.57737094
1734607352.412635, 000012, -0.011363658, 0.1143081, -0.009746717, -0.3129633, 0.39174846, -0.64419377, 0.5775825
1734607352.429311, 000013, -0.011315167, 0.114251375, -0.009891087, -0.3133203, 0.39109418, -0.6442562, 0.57776266
1734607352.496014, 000014, -0.009373299, 0.114247076, -0.009644754, -0.3139897, 0.39305046, -0.6454669, 0.5747123
1734607352.5126896, 000015, -0.008972711, 0.11409697, -0.009552833, -0.314393, 0.3938859, -0.6454343, 0.57395595
1734607352.5293655, 000016, -0.008707442, 0.113898985, -0.009457016, -0.31472698, 0.39454946, -0.6449315, 0.57388234
1734607352.5460413, 000017, -0.008543148, 0.11368305, -0.009424914, -0.31451982, 0.3945502, -0.6447554, 0.57419324
1734607352.6127443, 000018, -0.006833194, 0.11302085, -0.008533936, -0.31761733, 0.39867088, -0.6417589, 0.5729977
1734607352.6294203, 000019, -0.0063573355, 0.112636104, -0.008294245, -0.31794748, 0.40006474, -0.6411718, 0.57250005
1734607352.646096, 000020, -0.0059870947, 0.11231889, -0.008232251, -0.31814286, 0.40012518, -0.6412288, 0.5722855
1734607352.6627717, 000021, -0.0057743723, 0.11203378, -0.008243065, -0.31858566, 0.3995515, -0.64106834, 0.5726196
1734607352.729475, 000022, -0.0049816417, 0.1104106, -0.0071216673, -0.32094318, 0.39976496, -0.63355285, 0.57947755
1734607352.7461505, 000023, -0.0049444465, 0.11009636, -0.006961547, -0.3218375, 0.4004098, -0.6311179, 0.5811908
