timestamp, frame, x, y, z, qx, qy, qz, qw
1735295356.4206405, 001220, 43.56437, -0.448162, -11.14258, 0.5381824, -0.60897696, 0.47167283, -0.34209877
1735295356.4373152, 001221, 43.58308, -0.45310205, -11.150734, 0.53813255, -0.6080975, 0.47346774, -0.34126115
1735295356.5206892, 001222, 43.681217, -0.47633067, -11.1963825, 0.5412861, -0.6032126, 0.47280982, -0.3458248
1735295356.537364, 001223, 43.70069, -0.47997686, -11.205242, 0.5425879, -0.6031579, 0.46990818, -0.34782946
1735295356.5540388, 001224, 43.719837, -0.48302338, -11.214087, 0.54395145, -0.60239637, 0.46802336, -0.3495562
1735295356.5707133, 001225, 43.73901, -0.48526767, -11.223206, 0.54505056, -0.60042816, 0.46863723, -0.3504071
1735295356.6374125, 001226, 43.82099, -0.4830047, -11.258912, 0.5388478, -0.58669394, 0.48832542, -0.35633057
1735295356.6540878, 001227, 43.842365, -0.48079973, -11.266708, 0.53763515, -0.58721226, 0.4885194, -0.3570421
1735295356.670762, 001228, 43.863678, -0.47790262, -11.274297, 0.5377264, -0.5890876, 0.48627496, -0.35687932
1735295356.6874373, 001229, 43.884228, -0.4743434, -11.2818, 0.5385921, -0.5896687, 0.48424765, -0.35737038
1735295356.770811, 001230, 43.98157, -0.45108312, -11.314626, 0.5299929, -0.5789161, 0.49473456, -0.373097
1735295356.7874858, 001231, 44.000893, -0.44681317, -11.320388, 0.52972203, -0.58059967, 0.49341214, -0.3726162
1735295356.8041606, 001232, 44.02737, -0.44129223, -11.325989, 0.52911216, -0.58161736, 0.49377292, -0.37141606
1735295356.8208356, 001233, 44.048653, -0.43701354, -11.33175, 0.52790225, -0.5815419, 0.49625137, -0.36994973
1735295356.9042094, 001234, 44.140724, -0.43048102, -11.355804, 0.51593703, -0.58206224, 0.504468, -0.37486598
1735295356.9208841, 001235, 44.158615, -0.43261364, -11.359351, 0.51402223, -0.5844452, 0.50102144, -0.3783945
1735295356.937559, 001236, 44.176952, -0.4355241, -11.36315, 0.512804, -0.58697885, 0.49688697, -0.38156438
1735295356.954234, 001237, 44.19563, -0.43912107, -11.367373, 0.5120801, -0.5889521, 0.4936413, -0.3837025
1735295357.020933, 001238, 44.27352, -0.45846957, -11.38741, 0.50590855, -0.5904052, 0.5036032, -0.37664557
1735295357.0376077, 001239, 44.293644, -0.4638692, -11.392659, 0.5049966, -0.58967245, 0.5068685, -0.37463182
1735295357.0542827, 001240, 44.313984, -0.46921045, -11.397616, 0.5049829, -0.5893711, 0.5079949, -0.37359762
1735295357.0709572, 001241, 44.334618, -0.47435346, -11.40228, 0.50573593, -0.59023017, 0.5068849, -0.3727294
1735295357.1543312, 001242, 44.433575, -0.4910581, -11.428145, 0.5101003, -0.58558625, 0.5110536, -0.3683891
1735295357.171006, 001243, 44.454124, -0.4918384, -11.432875, 0.5103042, -0.58561236, 0.51041543, -0.3689497
1735295357.187681, 001244, 44.474796, -0.49195552, -11.437224, 0.51128, -0.5879944, 0.50608665, -0.36977243
1735295357.2043555, 001245, 44.49374, -0.49215686, -11.440557, 0.51234716, -0.59222376, 0.4995605, -0.3704197
1735295357.2877295, 001246, 44.590477, -0.47900307, -11.467963, 0.52073294, -0.60000896, 0.47789174, -0.3747612
1735295357.3044043, 001247, 44.604176, -0.47571334, -11.4721985, 0.52242565, -0.5998562, 0.47598463, -0.37507674
1735295357.3210793, 001248, 44.6219, -0.47293994, -11.47829, 0.52389896, -0.6028244, 0.47290188, -0.37215108
1735295357.337754, 001249, 44.640903, -0.47049317, -11.485334, 0.5255975, -0.6072529, 0.46957484, -0.36672953
1735295357.404453, 001250, 44.712063, -0.46311736, -11.517403, 0.5330683, -0.61335963, 0.47162682, -0.3423392
1735295357.421128, 001251, 44.728657, -0.46229303, -11.525472, 0.5340161, -0.6128563, 0.47505808, -0.33697733
1735295357.4378026, 001252, 44.74631, -0.46180096, -11.533919, 0.5355596, -0.6126108, 0.47675872, -0.33254313
1735295357.4544775, 001253, 44.764313, -0.46183798, -11.542328, 0.5379099, -0.6127627, 0.4762658, -0.32915905
1735295357.5545263, 001254, 44.8689, -0.4732816, -11.594941, 0.5493446, -0.60860986, 0.4746428, -0.32020128
1735295357.5712008, 001255, 44.887856, -0.4770776, -11.6036215, 0.54998165, -0.6074262, 0.4761351, -0.31913763
1735295357.5878758, 001256, 44.906685, -0.48110273, -11.612157, 0.550703, -0.60609484, 0.4767902, -0.31944704
1735295357.6045504, 001257, 44.921207, -0.48481318, -11.620087, 0.55185866, -0.6046354, 0.4760177, -0.3213645
1735295357.6712496, 001258, 44.99578, -0.49956506, -11.654233, 0.5568683, -0.60370654, 0.46617556, -0.32881078
1735295357.6879246, 001259, 45.01519, -0.5021195, -11.66338, 0.5576222, -0.60321426, 0.46548176, -0.32941875
1735295357.7045991, 001260, 45.0326, -0.5034566, -11.672363, 0.55786747, -0.6019722, 0.4663381, -0.33006373
1735295357.721274, 001261, 45.05121, -0.50446564, -11.681578, 0.5573832, -0.5997455, 0.46862715, -0.3316893
1735295357.804648, 001262, 45.150547, -0.49774045, -11.723192, 0.5480938, -0.5951114, 0.47680026, -0.34365255
1735295357.821323, 001263, 45.170536, -0.4939823, -11.730494, 0.54661286, -0.5956458, 0.47673008, -0.34517944
1735295357.8379974, 001264, 45.190098, -0.4900534, -11.73807, 0.5449259, -0.59473133, 0.47728834, -0.3486349
1735295357.8546724, 001265, 45.20911, -0.4860281, -11.745443, 0.542662, -0.5925138, 0.47855937, -0.35415545
1735295357.9213715, 001266, 45.286705, -0.47203574, -11.771301, 0.53545, -0.59581405, 0.47715062, -0.36142257
1735295357.9380462, 001267, 45.3067, -0.46892923, -11.777847, 0.53414696, -0.5981051, 0.47751987, -0.35907114
1735295357.9547212, 001268, 45.32633, -0.46608734, -11.784512, 0.53253216, -0.5992131, 0.47953835, -0.35692587
1735295357.9713957, 001269, 45.345478, -0.46372107, -11.791121, 0.53050476, -0.5991513, 0.48289278, -0.35552374
1735295358.0547698, 001270, 45.435036, -0.46448204, -11.820554, 0.5187667, -0.5998512, 0.49255988, -0.35839134
1735295358.0714445, 001271, 45.454014, -0.46723604, -11.825352, 0.51673037, -0.60130966, 0.49099946, -0.36102048
1735295358.0881193, 001272, 45.473232, -0.4706309, -11.830173, 0.5154712, -0.60284233, 0.48870966, -0.36336416
1735295358.104794, 001273, 45.493748, -0.475465, -11.835501, 0.51473385, -0.6042082, 0.4867408, -0.3647807
1735295358.188168, 001274, 45.596268, -0.49898016, -11.86326, 0.5111511, -0.6010635, 0.49691588, -0.3612782
1735295358.2048428, 001275, 45.618725, -0.50498974, -11.867935, 0.5120841, -0.60024905, 0.496444, -0.36195895
1735295358.2215176, 001276, 45.64041, -0.5100807, -11.87246, 0.5135316, -0.60033023, 0.49368736, -0.36354053
