timestamp, frame, x, y, z, qx, qy, qz, qw
1734260212.3401613, 000000, -0.0030006738, -0.0035591486, -0.0049832123, 0.6702434, -0.6076943, -0.23268612, 0.35684523
1734260212.356837, 000001, -0.003898027, -0.0044700317, -0.0062844045, 0.67086124, -0.6069122, -0.23155664, 0.3577488
1734260212.3735132, 000002, -0.0050536073, -0.0054571405, -0.0077224392, 0.67220074, -0.6054475, -0.2304988, 0.35839882
1734260212.390189, 000003, -0.0063809967, -0.006507783, -0.00933885, 0.6733582, -0.6039091, -0.22871926, 0.35995835
1734260212.406865, 000004, -0.00879092, -0.007312516, -0.011787592, 0.674516, -0.60276765, -0.22651377, 0.36109668
1734260212.4235406, 000005, -0.011434877, -0.008043074, -0.014419282, 0.6755881, -0.6021019, -0.22439793, 0.3615239
1734260212.4402165, 000006, -0.013546875, -0.008936028, -0.016664922, 0.67640984, -0.60169095, -0.22310188, 0.3614737
1734260212.4568923, 000007, -0.015742037, -0.009832833, -0.018864239, 0.67842776, -0.5997556, -0.22224209, 0.36143804
1734260212.4735682, 000008, -0.018138342, -0.010753971, -0.021175718, 0.67965746, -0.59905773, -0.22119705, 0.36092564
1734260212.490244, 000009, -0.02324899, -0.011797692, -0.023918025, 0.68108726, -0.5981034, -0.22045176, 0.36026853
1734260212.50692, 000010, -0.026940914, -0.012759332, -0.026712954, 0.68214536, -0.59714824, -0.21959049, 0.3603771
1734260212.5235956, 000011, -0.030264769, -0.013712631, -0.029725218, 0.68285197, -0.59641504, -0.21867046, 0.36081207
1734260212.5402718, 000012, -0.03360521, -0.01465513, -0.032983266, 0.68508554, -0.5941549, -0.21686621, 0.3613956
1734260212.5569475, 000013, -0.03704067, -0.01572172, -0.03651887, 0.68538374, -0.5938292, -0.21581475, 0.3619944
1734260212.6403267, 000014, -0.020668702, -0.014379344, -0.026400836, 0.68294704, -0.5961336, -0.21956988, 0.36055112
1734260212.6570027, 000015, -0.023531502, -0.015593443, -0.029530521, 0.68385255, -0.5948359, -0.21824215, 0.36178213
1734260212.6736786, 000016, -0.032531742, -0.014886346, -0.03675074, 0.6929722, -0.58504725, -0.21145332, 0.36441278
1734260212.6903543, 000017, -0.038790293, -0.015819807, -0.042171583, 0.6956328, -0.5814399, -0.21018708, 0.36584684
1734260212.7570577, 000018, -0.06338866, -0.023059014, -0.06250396, 0.7120619, -0.550909, -0.21697141, 0.3773467
1734260212.7737339, 000019, -0.0693381, -0.02522328, -0.06811015, 0.7137861, -0.54603386, -0.2203059, 0.37923825
1734260212.7904096, 000020, -0.07371694, -0.026441094, -0.07167946, 0.7153894, -0.5427054, -0.22051434, 0.38087067
1734260212.8070855, 000021, -0.0789193, -0.0284192, -0.07717916, 0.71459544, -0.5434485, -0.2236743, 0.37945592
1734260212.8737888, 000022, -0.10828672, -0.03878202, -0.10664464, 0.7142965, -0.5378139, -0.22386186, 0.38784343
1734260212.8904645, 000023, -0.11501236, -0.04036486, -0.11440032, 0.7126173, -0.53916144, -0.2225127, 0.38983274
1734260212.9071407, 000024, -0.12251334, -0.042615246, -0.12319816, 0.7102725, -0.5419049, -0.22093235, 0.39120448
1734260212.9238162, 000025, -0.13040951, -0.04492825, -0.13250001, 0.7076583, -0.5451509, -0.21951689, 0.39222783
1734260213.0071957, 000026, -0.17290595, -0.04868015, -0.18579218, 0.6972971, -0.57356876, -0.19072649, 0.38525188
1734260213.0238717, 000027, -0.18131754, -0.047646564, -0.19702263, 0.6934849, -0.5863431, -0.18369916, 0.3762115
1734260213.0405474, 000028, -0.19041021, -0.046093833, -0.20858152, 0.687409, -0.5966731, -0.18286732, 0.37149638
1734260213.0572233, 000029, -0.20299095, -0.04299748, -0.22260916, 0.68161315, -0.60122323, -0.18825562, 0.37214777
1734260213.107251, 000030, -0.23863186, -0.03162579, -0.2634473, 0.6720739, -0.6066351, -0.17750591, 0.3857487
1734260213.1239266, 000031, -0.24969462, -0.026756592, -0.27662104, 0.6693386, -0.60743266, -0.17372069, 0.39093792
1734260213.1406028, 000032, -0.25988778, -0.021344187, -0.2888331, 0.6665952, -0.60848117, -0.17456162, 0.393611
1734260213.1572785, 000033, -0.26859644, -0.014401901, -0.29988915, 0.6610848, -0.6108375, -0.18612649, 0.39395604
1734260213.2239819, 000034, -0.30622116, 0.009403603, -0.34131306, 0.6590301, -0.61746234, -0.20771727, 0.3758633
1734260213.240658, 000035, -0.3162897, 0.01453723, -0.3518775, 0.6603211, -0.61668795, -0.20758529, 0.37494037
1734260213.2573338, 000036, -0.325829, 0.01968371, -0.36043003, 0.65974784, -0.61825085, -0.2070046, 0.37369457
1734260213.2740097, 000037, -0.33641115, 0.023986889, -0.37037024, 0.66176516, -0.6158523, -0.2038483, 0.37581733
1734260213.3407133, 000038, -0.38217777, 0.034864984, -0.41046444, 0.67102313, -0.61060286, -0.19598761, 0.3721302
1734260213.357389, 000039, -0.39357504, 0.03601914, -0.42031524, 0.67234814, -0.6112047, -0.19562624, 0.36892703
1734260213.374065, 000040, -0.4090949, 0.03325978, -0.43230188, 0.6719877, -0.61269283, -0.19618814, 0.36681086
1734260213.3907406, 000041, -0.42168438, 0.031805262, -0.44309142, 0.67019886, -0.61411816, -0.19884497, 0.36626896
1734260213.4407685, 000042, -0.45673066, 0.025954789, -0.47402397, 0.66353387, -0.61898786, -0.20743303, 0.36544266
1734260213.4741201, 000043, -0.4847131, 0.016630368, -0.496249, 0.6603118, -0.6217784, -0.21333364, 0.3631372
1734260213.4907959, 000044, -0.49952307, 0.011891504, -0.5074785, 0.6594921, -0.62318003, -0.21521245, 0.36111
1734260213.507472, 000045, -0.51356596, 0.008770695, -0.5181751, 0.65944314, -0.624706, -0.21495014, 0.35871118
1734260213.5741754, 000046, -0.5748361, 0.0010771621, -0.5620951, 0.6564112, -0.6217256, -0.215053, 0.3692341
1734260213.590851, 000047, -0.5917542, 0.0009640865, -0.5731317, 0.65593624, -0.6197396, -0.21586828, 0.37292263
1734260213.607527, 000048, -0.60770106, 0.0033475887, -0.58319026, 0.656864, -0.6181625, -0.21592136, 0.3738752
1734260213.6242027, 000049, -0.6230948, 0.0073955767, -0.5929416, 0.6594614, -0.61683315, -0.21426605, 0.37244806
1734260213.6909065, 000050, -0.6800517, 0.028786788, -0.63680923, 0.6488927, -0.6236879, -0.21365172, 0.37987438
1734260213.7075825, 000051, -0.6923869, 0.03627882, -0.6478875, 0.6430731, -0.6255447, -0.21326442, 0.38687095
1734260213.7242582, 000052, -0.7042592, 0.044322778, -0.65834695, 0.641307, -0.62632823, -0.20947342, 0.39058822
1734260213.7409341, 000053, -0.71537656, 0.052646678, -0.6681215, 0.6433313, -0.62692434, -0.20354295, 0.3894366
1734260213.8076377, 000054, -0.7585139, 0.075762644, -0.7117206, 0.6483731, -0.62990355, -0.20104851, 0.37737685
1734260213.8243134, 000055, -0.767921, 0.081297964, -0.7229698, 0.6484336, -0.63020825, -0.19985557, 0.37739766
1734260213.8409894, 000056, -0.777133, 0.08645009, -0.73430544, 0.64868796, -0.6306889, -0.1976313, 0.37732902
1734260213.857665, 000057, -0.7863586, 0.09076821, -0.7458557, 0.6499321, -0.63088953, -0.1945157, 0.3764709
1734260213.9243686, 000058, -0.8349284, 0.08373959, -0.8043209, 0.6546157, -0.63578254, -0.18895702, 0.36270368
1734260213.9410446, 000059, -0.84444743, 0.08220715, -0.8172904, 0.6562618, -0.6369651, -0.1882184, 0.35800803
1734260213.9577203, 000060, -0.85401905, 0.07982722, -0.830708, 0.6579066, -0.6381292, -0.18664853, 0.3537124
1734260213.9743965, 000061, -0.876786, 0.066394776, -0.85342133, 0.65930945, -0.6395504, -0.18454663, 0.3496125
1734260214.0410998, 000062, -0.92477006, 0.045497116, -0.9176671, 0.6573867, -0.64418036, -0.1862705, 0.34376967
1734260214.0577755, 000063, -0.9362015, 0.041755714, -0.9334122, 0.65814364, -0.6450978, -0.18389733, 0.3418736
1734260214.0744514, 000064, -0.94762266, 0.038498953, -0.94907576, 0.6589582, -0.6462329, -0.18150817, 0.33942866
1734260214.0911274, 000065, -0.96952474, 0.027111882, -0.9711544, 0.6602275, -0.6471844, -0.17907229, 0.3364299
1734260214.174507, 000066, -1.0380353, 0.024659514, -1.0485485, 0.66337985, -0.6345812, -0.1960833, 0.34465235
1734260214.1911826, 000067, -1.0599201, 0.023604235, -1.0678432, 0.6664573, -0.6330461, -0.19641298, 0.3413345
1734260214.2078583, 000068, -1.0755463, 0.026858665, -1.0834948, 0.66846186, -0.63278127, -0.19737269, 0.33732846
1734260214.2245343, 000069, -1.0890379, 0.031690266, -1.0980822, 0.66907877, -0.6324004, -0.19835123, 0.33624408
1734260214.2912378, 000070, -1.1499665, 0.04918498, -1.1619657, 0.6669642, -0.6218919, -0.1928999, 0.36221388
1734260214.3079138, 000071, -1.1654891, 0.053106498, -1.1781429, 0.6671798, -0.6204526, -0.18755166, 0.36706108
1734260214.3245895, 000072, -1.1788545, 0.057506736, -1.193146, 0.66698104, -0.6193878, -0.18170132, 0.37212852
1734260214.3412654, 000073, -1.1913533, 0.061595533, -1.2078456, 0.66553086, -0.61855257, -0.17691934, 0.3783662
1734260214.407969, 000074, -1.2526122, 0.063245475, -1.272501, 0.65808827, -0.61836797, -0.17118324, 0.39400145
1734260214.4246447, 000075, -1.2656032, 0.06303133, -1.2862808, 0.6593256, -0.6182162, -0.17214291, 0.39174643
1734260214.4413207, 000076, -1.2778953, 0.06256533, -1.2994561, 0.6613942, -0.6187319, -0.17368263, 0.38673353
1734260214.4579964, 000077, -1.289899, 0.061671305, -1.3124262, 0.66329634, -0.6196148, -0.17670883, 0.38064352
1734260214.5413759, 000078, -1.3691257, 0.040941067, -1.3884987, 0.6714591, -0.6213496, -0.19706641, 0.35246596
1734260214.5580516, 000079, -1.3888739, 0.038061544, -1.3956175, 0.67239743, -0.62195903, -0.19944616, 0.34823826
1734260214.5747273, 000080, -1.4128673, 0.029590894, -1.417851, 0.6737454, -0.62333924, -0.1973888, 0.34431526
1734260214.5914032, 000081, -1.4303083, 0.02516286, -1.4347475, 0.67441297, -0.6234503, -0.19482464, 0.34426767
1734260214.641431, 000082, -1.4754877, 0.021495584, -1.4790306, 0.67885864, -0.62063044, -0.18033642, 0.3484933
1734260214.6581066, 000083, -1.4895668, 0.023209658, -1.4931011, 0.68183273, -0.6206621, -0.17222677, 0.34672838
1734260214.6747825, 000084, -1.5027229, 0.026447238, -1.5068853, 0.68384826, -0.6214598, -0.1647488, 0.3449597
1734260214.6914582, 000085, -1.5201544, 0.028855236, -1.5256302, 0.6833308, -0.62379277, -0.1612281, 0.34343427
1734260214.7748377, 000086, -1.5731114, 0.061091892, -1.5873355, 0.68228376, -0.63120824, -0.15759811, 0.33350834
1734260214.7915134, 000087, -1.5906959, 0.06795186, -1.6016124, 0.68253404, -0.63132423, -0.15594739, 0.33355275
1734260214.8081894, 000088, -1.6016078, 0.07487698, -1.6134735, 0.6823263, -0.63185567, -0.15436022, 0.33370948
1734260214.824865, 000089, -1.610254, 0.08151305, -1.6243823, 0.6823071, -0.6328252, -0.15303348, 0.33252054
1734260214.8915684, 000090, -1.6612357, 0.09988129, -1.6871302, 0.6859695, -0.63573, -0.15574943, 0.3178605
1734260214.9082444, 000091, -1.6734378, 0.10168101, -1.7032909, 0.68467325, -0.6369949, -0.15770422, 0.31715822
1734260214.92492, 000092, -1.6830349, 0.10236039, -1.7172405, 0.6824162, -0.63881963, -0.15930334, 0.31755322
1734260214.941596, 000093, -1.6919976, 0.101976186, -1.7307278, 0.6802535, -0.6409676, -0.15999256, 0.3175185
1734260215.0082996, 000094, -1.7580976, 0.08750269, -1.8191144, 0.67358714, -0.64761627, -0.17302635, 0.31134433
1734260215.0249753, 000095, -1.768214, 0.083501704, -1.8338106, 0.6712153, -0.64827025, -0.18018055, 0.31104764
1734260215.041651, 000096, -1.7785261, 0.07943936, -1.8487213, 0.6690743, -0.6488496, -0.18701658, 0.31041682
1734260215.0583267, 000097, -1.7890235, 0.07548032, -1.8639358, 0.6677353, -0.64996207, -0.19190574, 0.30797887
1734260215.1250303, 000098, -1.8652297, 0.05846055, -1.9538407, 0.6644622, -0.6550275, -0.1938031, 0.3030996
1734260215.141706, 000099, -1.8783565, 0.056294974, -1.9723443, 0.6620091, -0.65375125, -0.19582778, 0.30984637
1734260215.1583817, 000100, -1.89112, 0.055298198, -1.9901448, 0.66008985, -0.65083736, -0.1983566, 0.31835
1734260215.175058, 000101, -1.9041877, 0.05561329, -2.0076284, 0.66076607, -0.6477098, -0.19681285, 0.3242298
1734260215.2417612, 000102, -1.9921491, 0.068559006, -2.0912964, 0.6685383, -0.64067537, -0.18246883, 0.3306005
1734260215.2584367, 000103, -2.005528, 0.07361233, -2.1061769, 0.67000085, -0.63651055, -0.18327087, 0.3352087
1734260215.2751129, 000104, -2.0186076, 0.0793093, -2.1202352, 0.67270535, -0.63231593, -0.18240628, 0.3381892
1734260215.2917886, 000105, -2.0524073, 0.08517348, -2.1452188, 0.67556554, -0.6289007, -0.18094292, 0.3396392
1734260215.3751678, 000106, -2.1243236, 0.11287852, -2.215667, 0.6778664, -0.6221942, -0.17483863, 0.35043254
1734260215.3918436, 000107, -2.1501248, 0.1158514, -2.2377384, 0.6762906, -0.6212713, -0.17635316, 0.35433388
1734260215.4085195, 000108, -2.1748028, 0.11757873, -2.2587495, 0.67513674, -0.6200105, -0.17879017, 0.35750714
1734260215.4251952, 000109, -2.1912313, 0.11819565, -2.2736273, 0.67526996, -0.61857444, -0.18159847, 0.3583268
1734260215.4918983, 000110, -2.2581956, 0.10927984, -2.33257, 0.681061, -0.61340034, -0.19882292, 0.34693682
1734260215.5085745, 000111, -2.2837405, 0.10436536, -2.354282, 0.6815665, -0.6117741, -0.20196618, 0.34700027
1734260215.52525, 000112, -2.3021712, 0.099688545, -2.3699172, 0.68202364, -0.6101129, -0.2040634, 0.34779894
