timestamp, frame, x, y, z, qx, qy, qz, qw
1734345495.577075, 001302, -52.645275, 0.8086498, 20.1959, -0.43659043, 0.3365134, 0.555536, -0.622517
1734345495.59375, 001303, -52.675022, 0.8042459, 20.206985, -0.4358103, 0.3310478, 0.557014, -0.6246696
1734345495.6104248, 001304, -52.703365, 0.80141425, 20.217352, -0.43855357, 0.3237477, 0.5576471, -0.62600946
1734345495.6270998, 001305, -52.7315, 0.79993325, 20.227564, -0.44326934, 0.31500345, 0.55752385, -0.6272578
1734345495.6937995, 001306, -52.843204, 0.80502915, 20.272057, -0.4674081, 0.2799832, 0.55973595, -0.62436754
1734345495.7104743, 001307, -52.86761, 0.808834, 20.283703, -0.47480997, 0.27692503, 0.56256187, -0.6175697
1734345495.7271492, 001308, -52.891056, 0.8131268, 20.294836, -0.4798208, 0.27612883, 0.56581837, -0.6110439
1734345495.743824, 001309, -52.91457, 0.8176922, 20.30461, -0.48120794, 0.27470452, 0.56820816, -0.6083716
1734345495.8105235, 001310, -53.01097, 0.8358837, 20.342913, -0.47576544, 0.25188476, 0.56684136, -0.6236123
1734345495.8271985, 001311, -53.03334, 0.8404384, 20.353922, -0.47785422, 0.24668825, 0.56615305, -0.6247167
1734345495.8438733, 001312, -53.055943, 0.84387726, 20.364893, -0.48134685, 0.24378313, 0.5662593, -0.6230775
1734345495.8605485, 001313, -53.078327, 0.84638613, 20.375797, -0.48431936, 0.24307324, 0.56740344, -0.62000287
1734345495.9439228, 001314, -53.19699, 0.84183764, 20.429718, -0.46690243, 0.25811324, 0.58121145, -0.61446965
1734345495.9605978, 001315, -53.221516, 0.83795846, 20.44035, -0.46242836, 0.26171458, 0.58332264, -0.61432904
1734345495.9772725, 001316, -53.2464, 0.83345246, 20.45123, -0.45993763, 0.26517412, 0.58487374, -0.61323965
1734345495.9939475, 001317, -53.271744, 0.8284994, 20.462383, -0.45966107, 0.2682818, 0.58575755, -0.61124843
1734345496.060647, 001318, -53.383324, 0.8070814, 20.506332, -0.47449926, 0.27704084, 0.5783774, -0.6029746
1734345496.0773218, 001319, -53.410397, 0.80312985, 20.516712, -0.47792062, 0.28058928, 0.5756415, -0.6012474
1734345496.0939968, 001320, -53.437237, 0.80004877, 20.526785, -0.47877723, 0.28499278, 0.5736113, -0.6004344
1734345496.1106715, 001321, -53.46514, 0.7970835, 20.535774, -0.477389, 0.28920054, 0.57234514, -0.6007361
1734345496.177371, 001322, -53.57642, 0.7994027, 20.578712, -0.49174792, 0.29096934, 0.5617969, -0.59825164
1734345496.194046, 001323, -53.60305, 0.8030839, 20.590591, 0.50259537, -0.29180655, -0.5568899, 0.5933974
1734345496.2107208, 001324, -53.62963, 0.8073235, 20.60134, 0.5108948, -0.29521185, -0.5533562, 0.5879059
1734345496.2273958, 001325, -53.656437, 0.81210124, 20.611115, 0.514674, -0.29925007, -0.5508582, 0.58490616
1734345496.31077, 001326, -53.7912, 0.84158254, 20.65801, 0.50883573, -0.29997978, -0.5351952, 0.60387456
1734345496.327445, 001327, -53.816177, 0.8472611, 20.666931, 0.51245075, -0.2985004, -0.53273296, 0.60372794
1734345496.3441198, 001328, -53.841873, 0.85184085, 20.677254, 0.5165115, -0.297796, -0.5307427, 0.60236675
1734345496.3607948, 001329, -53.86772, 0.8551719, 20.68789, 0.5189361, -0.29762042, -0.52956474, 0.6014055
1734345496.444169, 001330, -53.990868, 0.8547397, 20.732622, 0.5024785, -0.30408466, -0.5330183, 0.60904795
1734345496.4608443, 001331, -54.01766, 0.8512322, 20.742622, -0.49941534, 0.30533782, 0.53463054, -0.60952705
1734345496.4775188, 001332, -54.04518, 0.8470987, 20.752996, -0.49771923, 0.30598244, 0.5361356, -0.6092693
1734345496.494194, 001333, -54.073242, 0.8426176, 20.763506, -0.49680883, 0.3057985, 0.5375101, -0.6088934
1734345496.577568, 001334, -54.204964, 0.8264264, 20.810968, -0.48382154, 0.2994767, 0.55102044, -0.61041534
1734345496.5942433, 001335, -54.23272, 0.82536703, 20.820866, -0.48208636, 0.2980486, 0.5551049, -0.60878426
1734345496.610918, 001336, -54.259266, 0.82494754, 20.830101, -0.4828965, 0.29494742, 0.55817294, -0.60684437
1734345496.6275928, 001337, -54.28581, 0.82533526, 20.838827, -0.48584944, 0.28952184, 0.5591447, -0.60620517
1734345496.6942925, 001338, -54.395405, 0.8371717, 20.873947, -0.49575403, 0.27685505, 0.55951107, -0.60376036
1734345496.7109673, 001339, -54.418987, 0.840874, 20.881954, -0.49448135, 0.27899128, 0.5635115, -0.600089
1734345496.7276423, 001340, -54.441845, 0.8444157, 20.889563, -0.49298856, 0.28142333, 0.567239, -0.59665996
1734345496.7443168, 001341, -54.46626, 0.84887093, 20.897211, -0.49197602, 0.2831773, 0.5695107, -0.594498
1734345496.8276916, 001342, -54.59116, 0.87297124, 20.941208, -0.4958864, 0.26114365, 0.5666323, -0.6040104
1734345496.844366, 001343, -54.61529, 0.8767206, 20.951002, -0.49760917, 0.25736743, 0.56716716, -0.6037122
1734345496.8610413, 001344, -54.63996, 0.87944275, 20.960537, -0.49847704, 0.2546181, 0.56796074, -0.603416
1734345496.877716, 001345, -54.66469, 0.8811783, 20.969849, -0.49844822, 0.25350758, 0.569016, -0.602913
1734345496.9444153, 001346, -54.761562, 0.87829465, 21.007463, -0.48556557, 0.26037765, 0.57740384, -0.6025234
1734345496.9610903, 001347, -54.786896, 0.8750195, 21.016878, -0.4813574, 0.26366478, 0.5799578, -0.60201734
1734345496.977765, 001348, -54.812782, 0.8710185, 21.026535, -0.4785236, 0.26721063, 0.5821486, -0.60059696
1734345496.9944403, 001349, -54.839355, 0.86653095, 21.03648, -0.47716752, 0.27047324, 0.58384055, -0.59856963
1734345497.0778146, 001350, -54.978893, 0.84457105, 21.085585, -0.49320218, 0.27454644, 0.575961, -0.59130776
1734345497.0944893, 001351, -55.007233, 0.84231603, 21.095438, -0.4944579, 0.2771086, 0.5746574, -0.59033144
1734345497.111164, 001352, -55.03326, 0.8407171, 21.10424, -0.49333042, 0.27974257, 0.57419896, -0.59047836
1734345497.127839, 001353, -55.057533, 0.83992875, 21.112516, -0.4926647, 0.28232446, 0.57354945, -0.59043664
1734345497.1945388, 001354, -55.16108, 0.8493539, 21.153759, 0.50559425, -0.30045608, -0.5727129, 0.5710522
1734345497.2112134, 001355, -55.185635, 0.8521671, 21.16332, 0.5096358, -0.30567622, -0.5712626, 0.56612045
1734345497.2278883, 001356, -55.211372, 0.85645735, 21.17257, 0.510794, -0.3120915, -0.5710945, 0.5617291
1734345497.244563, 001357, -55.237984, 0.8614136, 21.181332, 0.50857913, -0.31753194, -0.57178086, 0.55998886
1734345497.3112626, 001358, -55.353336, 0.88340163, 21.215254, 0.51137245, -0.30967477, -0.5593902, 0.5741797
1734345497.3279376, 001359, -55.38157, 0.8889168, 21.223457, 0.5179077, -0.3061085, -0.5549006, 0.5745907
1734345497.3446124, 001360, -55.40922, 0.8935412, 21.231949, 0.5236514, -0.3044334, -0.5514687, 0.5735781
1734345497.3612874, 001361, -55.43647, 0.8971943, 21.240196, 0.5271457, -0.30419597, -0.54900944, 0.5728619
1734345497.4446616, 001362, -55.571117, 0.89937174, 21.273205, 0.5185918, -0.31880233, -0.54030615, 0.58094496
1734345497.4613366, 001363, -55.598507, 0.8963123, 21.280237, 0.51494676, -0.3229625, -0.5399706, 0.58220005
1734345497.4780114, 001364, -55.626553, 0.8922986, 21.287569, 0.5122152, -0.32574332, -0.53910786, 0.58385754
1734345497.4946864, 001365, -55.655178, 0.8875842, 21.295094, 0.5107631, -0.3272536, -0.53757924, 0.58569163
1734345497.5613859, 001366, -55.770065, 0.8669921, 21.323845, 0.5009937, -0.33233586, -0.5363861, 0.59232444
1734345497.5780606, 001367, -55.799114, 0.8625384, 21.331045, -0.4961974, 0.3305643, 0.53736687, -0.5964496
1734345497.5947356, 001368, -55.8279, 0.8587676, 21.338415, -0.4936054, 0.32821745, 0.53780586, -0.5994931
1734345497.6114104, 001369, -55.860706, 0.85532653, 21.34714, -0.49350652, 0.32617834, 0.53834677, -0.6002015
1734345497.6781096, 001370, -55.972256, 0.8535583, 21.377687, -0.4936127, 0.3172999, 0.5437599, -0.59999377
